Nebraska, 8 ,Purdue,20250112,140500
Michigan State, -2.5 ,Northwestern,20250112,140500
Rider, 5.5 ,Niagara,20250112,140500
VMI,NL,Chattanooga,20250112,140500
Saint Peter's, -5.5 ,Canisius,20250112,140500
Quinnipiac, -2 ,Iona,20250112,140500
LIU, 7.5 ,Central Connecticut State,20250112,140500
Saint Francis U, 4.5 ,Fairleigh Dickinson,20250112,140500
Sacred Heart, 4 ,Mount St. Mary's,20250112,140500
Washington, 14.5 ,Michigan,20250112,140500
Fairfield, 7 ,Marist,20250112,140500
Manhattan, 7.5 ,Merrimack College,20250112,140500
Wright State, 1 ,Robert Morris,20250112,140500
Mercyhurst,NL,Le Moyne,20250112,140500
Stonehill, -3 ,Chicago State,20250112,140500
Charlotte,NL,Tulsa,20250112,140500
West Virginia, 1 ,Colorado,20250112,140500
Mercer,NL,Western Carolina,20250112,140500
Oregon, -2 ,Penn State,20250112,140500
Southern Indiana,NL,Little Rock,20250112,140500
UAB, 3 ,Florida Atlantic,20250112,140500
